********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend, C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code,m,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend
"Station_Code","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb",
tjrbrwq,P,08/21/2022 20:45,1,1,,22.7,<0> ,50.74,<0> ,33.3,<0> ,94.1,<0> ,6.7,<0> ,,<-1> ,,,1.21,<0> ,1.18,<3> ,8.1,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 21:00,1,1,,22.8,<0> ,50.71,<0> ,33.3,<0> ,91.7,<0> ,6.5,<0> ,,<-1> ,,,1.17,<0> ,1.14,<3> ,8.1,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 21:15,1,1,,22.8,<0> ,50.67,<0> ,33.3,<0> ,89.3,<0> ,6.3,<0> ,,<-1> ,,,1.12,<0> ,1.09,<3> ,8.1,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 21:30,1,1,,22.8,<0> ,50.58,<0> ,33.2,<0> ,89.6,<0> ,6.4,<0> ,,<-1> ,,,1.08,<0> ,1.05,<3> ,8.1,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 21:45,1,1,,22.8,<0> ,50.49,<0> ,33.1,<0> ,84.8,<0> ,6.0,<0> ,,<-1> ,,,1.04,<0> ,1.01,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 22:00,1,1,,22.8,<0> ,50.37,<0> ,33.1,<0> ,79.4,<0> ,5.7,<0> ,,<-1> ,,,1.01,<0> ,0.98,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 22:15,1,1,,22.8,<0> ,50.26,<0> ,33.0,<0> ,76.8,<0> ,5.5,<0> ,,<-1> ,,,0.97,<0> ,0.94,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 22:30,1,1,,22.8,<0> ,50.13,<0> ,32.9,<0> ,71.8,<0> ,5.1,<0> ,,<-1> ,,,0.94,<0> ,0.91,<3> ,7.9,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 22:45,1,1,,22.8,<0> ,49.99,<0> ,32.8,<0> ,67.2,<0> ,4.8,<0> ,,<-1> ,,,0.91,<0> ,0.88,<3> ,7.9,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 23:00,1,1,,22.8,<0> ,49.84,<0> ,32.7,<0> ,63.1,<0> ,4.5,<0> ,,<-1> ,,,0.88,<0> ,0.86,<3> ,7.9,<0> ,1,<0> ,
tjrbrwq,P,08/21/2022 23:15,1,1,,22.8,<0> ,49.71,<0> ,32.6,<0> ,57.5,<0> ,4.1,<0> ,,<-1> ,,,0.85,<0> ,0.83,<3> ,7.8,<0> ,2,<0> ,
tjrbrwq,P,08/21/2022 23:30,1,1,,22.8,<0> ,49.56,<0> ,32.5,<0> ,55.5,<0> ,4.0,<0> ,,<-1> ,,,0.82,<0> ,0.80,<3> ,7.8,<0> ,2,<0> ,
tjrbrwq,P,08/21/2022 23:45,1,1,,22.8,<0> ,49.40,<0> ,32.3,<0> ,51.7,<0> ,3.7,<0> ,,<-1> ,,,0.79,<0> ,0.77,<3> ,7.8,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 00:00,1,1,,22.8,<0> ,49.26,<0> ,32.2,<0> ,48.3,<0> ,3.5,<0> ,,<-1> ,,,0.77,<0> ,0.75,<3> ,7.8,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 00:15,1,1,,22.9,<0> ,49.12,<0> ,32.1,<0> ,46.1,<0> ,3.3,<0> ,,<-1> ,,,0.74,<0> ,0.72,<3> ,7.8,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 00:30,1,1,,22.9,<0> ,49.00,<0> ,32.0,<0> ,43.5,<0> ,3.1,<0> ,,<-1> ,,,0.72,<0> ,0.70,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 00:45,1,1,,22.9,<0> ,48.92,<0> ,32.0,<0> ,41.0,<0> (CDA),2.9,<0> (CDA),,<-1> ,,,0.70,<0> ,0.68,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 01:00,1,1,,22.9,<0> ,48.84,<0> ,31.9,<0> ,37.9,<0> (CDA),2.7,<0> (CDA),,<-1> ,,,0.68,<0> ,0.66,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 01:15,1,1,,22.9,<0> ,48.78,<0> ,31.9,<0> ,35.0,<0> (CDA),2.5,<0> (CDA),,<-1> ,,,0.66,<0> ,0.64,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 01:30,1,1,,22.9,<0> ,48.73,<0> ,31.9,<0> ,32.3,<0> (CDA),2.3,<0> (CDA),,<-1> ,,,0.64,<0> ,0.62,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 01:45,1,1,,22.9,<0> ,48.67,<0> ,31.8,<0> ,29.7,<0> (CDA),2.1,<0> (CDA),,<-1> ,,,0.62,<0> ,0.60,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 02:00,1,1,,22.9,<0> ,48.65,<0> ,31.8,<0> ,27.4,<0> (CDA),2.0,<0> (CDA),,<-1> ,,,0.61,<0> ,0.59,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 02:15,1,1,,22.8,<0> ,48.62,<0> ,31.8,<0> ,24.5,<0> (CDA),1.8,<0> (CDA),,<-1> ,,,0.60,<0> ,0.58,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 02:30,1,1,,22.8,<0> ,48.59,<0> ,31.8,<0> ,22.2,<0> (CDA),1.6,<0> (CDA),,<-1> ,,,0.59,<0> ,0.56,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 02:45,1,1,,22.8,<0> ,48.58,<0> ,31.7,<0> ,21.0,<0> (CDA),1.5,<0> (CDA),,<-1> ,,,0.57,<0> ,0.55,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 03:00,1,1,,22.8,<0> ,48.55,<0> ,31.7,<0> ,19.9,<0> (CDA),1.4,<0> (CDA),,<-1> ,,,0.56,<0> ,0.54,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 03:15,1,1,,22.7,<0> ,48.55,<0> ,31.7,<0> ,18.4,<0> (CDA),1.3,<0> (CDA),,<-1> ,,,0.55,<0> ,0.54,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 03:30,1,1,,22.7,<0> ,48.55,<0> ,31.7,<0> ,16.7,<0> (CDA),1.2,<0> (CDA),,<-1> ,,,0.54,<0> ,0.52,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 03:45,1,1,,22.6,<0> ,48.91,<0> ,32.0,<0> ,-0.1,<1> [SNV] (CSM),0.0,<0> (CSM),,<-1> ,,,0.55,<0> ,0.53,<3> ,7.4,<0> ,3,<0> ,
tjrbrwq,P,08/22/2022 04:00,1,1,,22.6,<0> ,48.99,<0> ,32.0,<0> ,-0.7,<1> [SNV] (CSM),-0.1,<1> [SNV] (CSM),,<-1> ,,,0.56,<0> ,0.54,<3> ,7.4,<0> ,3,<0> ,
tjrbrwq,P,08/22/2022 04:15,1,1,,22.6,<0> ,49.03,<0> ,32.1,<0> ,-0.7,<1> [SNV] (CSM),-0.1,<1> [SNV] (CSM),,<-1> ,,,0.59,<0> ,0.57,<3> ,7.4,<0> ,4,<0> ,
tjrbrwq,P,08/22/2022 04:30,1,1,,22.5,<0> ,48.98,<0> ,32.0,<0> ,-0.7,<1> [SNV] (CSM),-0.1,<1> [SNV] (CSM),,<-1> ,,,0.61,<0> ,0.59,<3> ,7.4,<0> ,4,<0> ,
tjrbrwq,P,08/22/2022 04:45,1,1,,22.4,<0> ,47.52,<0> ,31.0,<0> ,16.2,<0> (CDA),1.2,<0> (CDA),,<-1> ,,,0.65,<0> ,0.63,<3> ,7.6,<0> ,4,<0> ,
tjrbrwq,P,08/22/2022 05:00,1,1,,22.3,<0> ,46.20,<0> ,30.0,<0> ,37.8,<0> (CDA),2.8,<0> (CDA),,<-1> ,,,0.69,<0> ,0.67,<3> ,7.8,<0> ,4,<0> ,
tjrbrwq,P,08/22/2022 05:15,1,1,,22.2,<0> ,46.53,<0> ,30.3,<0> ,61.7,<0> ,4.5,<0> ,,<-1> ,,,0.73,<0> ,0.71,<3> ,7.9,<0> ,5,<0> ,
tjrbrwq,P,08/22/2022 05:30,1,1,,20.9,<0> ,49.85,<0> ,32.7,<0> ,80.4,<0> ,5.9,<0> ,,<-1> ,,,0.79,<0> ,0.77,<3> ,8.0,<0> ,3,<0> ,
tjrbrwq,P,08/22/2022 05:45,1,1,,20.5,<0> ,50.50,<0> ,33.2,<0> ,89.4,<0> ,6.6,<0> ,,<-1> ,,,0.84,<0> ,0.82,<3> ,8.0,<0> ,3,<0> ,
tjrbrwq,P,08/22/2022 06:00,1,1,,20.4,<0> ,50.55,<0> ,33.2,<0> ,89.0,<0> ,6.6,<0> ,,<-1> ,,,0.89,<0> ,0.87,<3> ,8.0,<0> ,5,<0> ,
tjrbrwq,P,08/22/2022 06:15,1,1,,20.4,<0> ,50.58,<0> ,33.2,<0> ,89.4,<0> ,6.6,<0> ,,<-1> ,,,0.94,<0> ,0.92,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 06:30,1,1,,20.4,<0> ,50.61,<0> ,33.3,<0> ,86.9,<0> ,6.5,<0> ,,<-1> ,,,0.99,<0> ,0.97,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 06:45,1,1,,20.4,<0> ,50.62,<0> ,33.3,<0> ,89.8,<0> ,6.7,<0> ,,<-1> ,,,1.04,<0> ,1.02,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 07:00,1,1,,20.3,<0> ,50.62,<0> ,33.3,<0> ,90.1,<0> ,6.7,<0> ,,<-1> ,,,1.07,<0> ,1.05,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 07:15,1,1,,20.4,<0> ,50.63,<0> ,33.3,<0> ,88.5,<0> ,6.6,<0> ,,<-1> ,,,1.11,<0> ,1.09,<3> ,8.0,<0> ,5,<0> ,
tjrbrwq,P,08/22/2022 07:30,1,1,,20.4,<0> ,50.64,<0> ,33.3,<0> ,83.7,<0> ,6.2,<0> ,,<-1> ,,,1.15,<0> ,1.12,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 07:45,1,1,,20.4,<0> ,50.64,<0> ,33.3,<0> ,83.9,<0> ,6.2,<0> ,,<-1> ,,,1.17,<0> ,1.14,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 08:00,1,1,,20.3,<0> ,50.63,<0> ,33.3,<0> ,76.5,<0> ,5.7,<0> ,,<-1> ,,,1.18,<0> ,1.15,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 08:15,1,1,,20.3,<0> ,50.63,<0> ,33.3,<0> ,68.5,<0> ,5.1,<0> ,,<-1> ,,,1.20,<0> ,1.17,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 08:30,1,1,,20.3,<0> ,50.64,<0> ,33.3,<0> ,65.6,<0> ,4.9,<0> ,,<-1> ,,,1.18,<0> ,1.15,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 08:45,1,1,,20.4,<0> ,50.64,<0> ,33.3,<0> ,61.2,<0> ,4.5,<0> ,,<-1> ,,,1.18,<0> ,1.15,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 09:00,1,1,,20.4,<0> ,50.64,<0> ,33.3,<0> ,61.6,<0> ,4.6,<0> ,,<-1> ,,,1.16,<0> ,1.13,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 09:15,1,1,,20.5,<0> ,50.63,<0> ,33.3,<0> ,69.2,<0> ,5.1,<0> ,,<-1> ,,,1.15,<0> ,1.12,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 09:30,1,1,,20.6,<0> ,50.63,<0> ,33.3,<0> ,76.5,<0> ,5.7,<0> ,,<-1> ,,,1.14,<0> ,1.11,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 09:45,1,1,,20.7,<0> ,50.62,<0> ,33.3,<0> ,77.3,<0> ,5.7,<0> ,,<-1> ,,,1.12,<0> ,1.09,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 10:00,1,1,,20.8,<0> ,50.62,<0> ,33.3,<0> ,75.4,<0> ,5.6,<0> ,,<-1> ,,,1.11,<0> ,1.08,<3> ,7.9,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 10:15,1,1,,20.9,<0> ,50.61,<0> ,33.3,<0> ,78.7,<0> ,5.8,<0> ,,<-1> ,,,1.09,<0> ,1.06,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 10:30,1,1,,21.0,<0> ,50.60,<0> ,33.2,<0> ,82.9,<0> ,6.1,<0> ,,<-1> ,,,1.08,<0> ,1.05,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 10:45,1,1,,21.1,<0> ,50.59,<0> ,33.2,<0> ,80.2,<0> ,5.9,<0> ,,<-1> ,,,1.05,<0> ,1.03,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 11:00,1,1,,21.3,<0> ,50.56,<0> ,33.2,<0> ,82.1,<0> ,6.0,<0> ,,<-1> ,,,1.03,<0> ,1.01,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 11:15,1,1,,21.4,<0> ,50.53,<0> ,33.2,<0> ,77.4,<0> ,5.6,<0> ,,<-1> ,,,1.02,<0> ,1.00,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 11:30,1,1,,21.4,<0> ,50.51,<0> ,33.2,<0> ,72.8,<0> ,5.3,<0> ,,<-1> ,,,1.00,<0> ,0.98,<3> ,7.9,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 11:45,1,1,,21.4,<0> ,50.48,<0> ,33.2,<0> ,63.9,<0> ,4.7,<0> ,,<-1> ,,,0.99,<0> ,0.97,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 12:00,1,1,,21.5,<0> ,50.45,<0> ,33.1,<0> ,55.6,<0> ,4.1,<0> ,,<-1> ,,,0.97,<0> ,0.96,<3> ,7.8,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 12:15,1,1,,21.8,<0> ,50.31,<0> ,33.0,<0> ,53.4,<0> ,3.9,<0> ,,<-1> ,,,0.98,<0> ,0.97,<3> ,7.8,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 12:30,1,1,,22.1,<0> ,50.16,<0> ,32.9,<0> ,81.1,<0> ,5.8,<0> ,,<-1> ,,,0.96,<0> ,0.95,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 12:45,1,1,,22.5,<0> ,49.92,<0> ,32.7,<0> ,85.0,<0> ,6.1,<0> ,,<-1> ,,,0.98,<0> ,0.97,<3> ,7.9,<0> ,8,<0> ,
tjrbrwq,P,08/22/2022 13:00,1,1,,22.6,<0> ,49.85,<0> ,32.7,<0> ,82.5,<0> ,5.9,<0> ,,<-1> ,,,0.98,<0> ,0.97,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 13:15,1,1,,22.7,<0> ,49.85,<0> ,32.7,<0> ,78.5,<0> ,5.6,<0> ,,<-1> ,,,0.99,<0> ,0.98,<3> ,7.9,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 13:30,1,1,,23.0,<0> ,49.92,<0> ,32.7,<0> ,86.0,<0> ,6.1,<0> ,,<-1> ,,,1.01,<0> ,1.01,<3> ,7.9,<0> ,3,<0> ,
tjrbrwq,P,08/22/2022 13:45,1,1,,23.4,<0> ,50.10,<0> ,32.8,<0> ,99.9,<0> ,7.0,<0> ,,<-1> ,,,1.02,<0> ,1.02,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 14:00,1,1,,24.0,<0> ,50.54,<0> ,33.2,<0> ,121.7,<0> ,8.5,<0> ,,<-1> ,,,1.06,<0> ,1.06,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 14:15,1,1,,24.4,<0> ,50.67,<0> ,33.2,<0> ,127.1,<0> ,8.8,<0> ,,<-1> ,,,1.08,<0> ,1.08,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 14:30,1,1,,24.4,<0> ,50.70,<0> ,33.3,<0> ,125.8,<0> ,8.7,<0> ,,<-1> ,,,1.12,<0> ,1.12,<3> ,8.2,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 14:45,1,1,,24.3,<0> ,50.72,<0> ,33.3,<0> ,125.1,<0> ,8.7,<0> ,,<-1> ,,,1.15,<0> ,1.15,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 15:00,1,1,,22.8,<0> ,50.63,<0> ,33.2,<0> ,111.8,<0> ,8.0,<0> ,,<-1> ,,,1.19,<0> ,1.20,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 15:15,1,1,,22.0,<0> ,50.63,<0> ,33.3,<0> ,106.7,<0> ,7.7,<0> ,,<-1> ,,,1.24,<0> ,1.25,<3> ,8.1,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 15:30,1,1,,21.8,<0> ,50.65,<0> ,33.3,<0> ,104.3,<0> ,7.6,<0> ,,<-1> ,,,1.28,<0> ,1.29,<3> ,8.1,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 15:45,1,1,,21.6,<0> ,50.64,<0> ,33.3,<0> ,102.0,<0> ,7.4,<0> ,,<-1> ,,,1.32,<0> ,1.33,<3> ,8.1,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 16:00,1,1,,21.5,<0> ,50.64,<0> ,33.3,<0> ,103.8,<0> ,7.6,<0> ,,<-1> ,,,1.37,<0> ,1.38,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 16:15,1,1,,21.2,<0> ,50.63,<0> ,33.3,<0> ,105.0,<0> ,7.7,<0> ,,<-1> ,,,1.42,<0> ,1.43,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 16:30,1,1,,21.0,<0> ,50.60,<0> ,33.2,<0> ,104.7,<0> ,7.7,<0> ,,<-1> ,,,1.45,<0> ,1.46,<3> ,8.1,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 16:45,1,1,,21.0,<0> ,50.63,<0> ,33.3,<0> ,104.2,<0> ,7.6,<0> ,,<-1> ,,,1.49,<0> ,1.50,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 17:00,1,1,,21.0,<0> ,50.63,<0> ,33.3,<0> ,103.5,<0> ,7.6,<0> ,,<-1> ,,,1.51,<0> ,1.52,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 17:15,1,1,,20.9,<0> ,50.64,<0> ,33.3,<0> ,104.4,<0> ,7.7,<0> ,,<-1> ,,,1.55,<0> ,1.56,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 17:30,1,1,,20.6,<0> ,50.62,<0> ,33.3,<0> ,104.1,<0> ,7.7,<0> ,,<-1> ,,,1.57,<0> ,1.59,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 17:45,1,1,,20.5,<0> ,50.65,<0> ,33.3,<0> ,103.1,<0> ,7.6,<0> ,,<-1> ,,,1.59,<0> ,1.61,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 18:00,1,1,,20.3,<0> ,50.64,<0> ,33.3,<0> ,101.7,<0> ,7.6,<0> ,,<-1> ,,,1.61,<0> ,1.63,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 18:15,1,1,,20.2,<0> ,50.63,<0> ,33.3,<0> ,99.8,<0> ,7.4,<0> ,,<-1> ,,,1.61,<0> ,1.63,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 18:30,1,1,,20.3,<0> ,50.65,<0> ,33.3,<0> ,98.2,<0> ,7.3,<0> ,,<-1> ,,,1.62,<0> ,1.64,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 18:45,1,1,,20.1,<0> ,50.64,<0> ,33.3,<0> ,97.4,<0> ,7.3,<0> ,,<-1> ,,,1.62,<0> ,1.64,<3> ,8.1,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 19:00,1,1,,20.2,<0> ,50.63,<0> ,33.3,<0> ,95.3,<0> ,7.1,<0> ,,<-1> ,,,1.61,<0> ,1.62,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 19:15,1,1,,20.2,<0> ,50.63,<0> ,33.3,<0> ,90.8,<0> ,6.8,<0> ,,<-1> ,,,1.60,<0> ,1.61,<3> ,8.0,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 19:30,1,1,,20.3,<0> ,50.64,<0> ,33.3,<0> ,85.5,<0> ,6.4,<0> ,,<-1> ,,,1.56,<0> ,1.57,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 19:45,1,1,,20.3,<0> ,50.64,<0> ,33.3,<0> ,86.7,<0> ,6.4,<0> ,,<-1> ,,,1.53,<0> ,1.54,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 20:00,1,1,,20.3,<0> ,50.64,<0> ,33.3,<0> ,85.1,<0> ,6.3,<0> ,,<-1> ,,,1.51,<0> ,1.52,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 20:15,1,1,,20.5,<0> ,50.64,<0> ,33.3,<0> ,84.0,<0> ,6.2,<0> ,,<-1> ,,,1.47,<0> ,1.48,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 20:30,1,1,,20.6,<0> ,50.65,<0> ,33.3,<0> ,82.8,<0> ,6.1,<0> ,,<-1> ,,,1.44,<0> ,1.45,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 20:45,1,1,,20.9,<0> ,50.67,<0> ,33.3,<0> ,82.5,<0> ,6.1,<0> ,,<-1> ,,,1.40,<0> ,1.41,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 21:00,1,1,,21.1,<0> ,50.70,<0> ,33.3,<0> ,79.7,<0> ,5.8,<0> ,,<-1> ,,,1.36,<0> ,1.37,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 21:15,1,1,,21.3,<0> ,50.72,<0> ,33.3,<0> ,76.9,<0> ,5.6,<0> ,,<-1> ,,,1.31,<0> ,1.32,<3> ,8.0,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 21:30,1,1,,21.5,<0> ,50.75,<0> ,33.4,<0> ,72.7,<0> ,5.3,<0> ,,<-1> ,,,1.26,<0> ,1.27,<3> ,7.9,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 21:45,1,1,,21.8,<0> ,50.77,<0> ,33.4,<0> ,68.3,<0> ,4.9,<0> ,,<-1> ,,,1.22,<0> ,1.23,<3> ,7.9,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 22:00,1,1,,22.2,<0> ,50.77,<0> ,33.4,<0> ,63.8,<0> ,4.6,<0> ,,<-1> ,,,1.17,<0> ,1.18,<3> ,7.9,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 22:15,1,1,,22.5,<0> ,50.74,<0> ,33.3,<0> ,57.9,<0> ,4.1,<0> ,,<-1> ,,,1.12,<0> ,1.13,<3> ,7.8,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 22:30,1,1,,22.8,<0> ,50.69,<0> ,33.3,<0> ,54.6,<0> ,3.9,<0> ,,<-1> ,,,1.08,<0> ,1.09,<3> ,7.8,<0> ,1,<0> ,
tjrbrwq,P,08/22/2022 22:45,1,1,,23.0,<0> ,50.62,<0> ,33.2,<0> ,51.2,<0> ,3.6,<0> ,,<-1> ,,,1.03,<0> ,1.04,<3> ,7.8,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 23:00,1,1,,23.1,<0> ,50.55,<0> ,33.2,<0> ,47.7,<0> ,3.4,<0> ,,<-1> ,,,0.99,<0> ,1.01,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 23:15,1,1,,23.2,<0> ,50.49,<0> ,33.1,<0> ,45.1,<0> ,3.2,<0> ,,<-1> ,,,0.96,<0> ,0.98,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 23:30,1,1,,23.3,<0> ,50.43,<0> ,33.1,<0> ,42.6,<0> ,3.0,<0> ,,<-1> ,,,0.92,<0> ,0.94,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/22/2022 23:45,1,1,,23.3,<0> ,50.37,<0> ,33.0,<0> ,40.2,<0> (CDA),2.8,<0> (CDA),,<-1> ,,,0.89,<0> ,0.91,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/23/2022 00:00,1,1,,23.3,<0> ,50.32,<0> ,33.0,<0> ,37.4,<0> (CDA),2.6,<0> (CDA),,<-1> ,,,0.85,<0> ,0.87,<3> ,7.7,<0> ,2,<0> ,
tjrbrwq,P,08/23/2022 00:15,1,1,,23.3,<0> ,50.27,<0> ,33.0,<0> ,34.7,<0> (CDA),2.4,<0> (CDA),,<-1> ,,,0.82,<0> ,0.84,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/23/2022 00:30,1,1,,23.3,<0> ,50.22,<0> ,32.9,<0> ,32.0,<0> (CDA),2.3,<0> (CDA),,<-1> ,,,0.79,<0> ,0.81,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/23/2022 00:45,1,1,,23.4,<0> ,50.18,<0> ,32.9,<0> ,28.7,<0> (CDA),2.0,<0> (CDA),,<-1> ,,,0.77,<0> ,0.79,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/23/2022 01:00,1,1,,23.4,<0> ,50.13,<0> ,32.9,<0> ,26.8,<0> (CDA),1.9,<0> (CDA),,<-1> ,,,0.74,<0> ,0.77,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/23/2022 01:15,1,1,,23.4,<0> ,50.11,<0> ,32.9,<0> ,23.3,<0> (CDA),1.7,<0> (CDA),,<-1> ,,,0.71,<0> ,0.74,<3> ,7.6,<0> ,2,<0> ,
tjrbrwq,P,08/23/2022 01:30,1,1,,23.4,<0> ,50.08,<0> ,32.8,<0> ,21.0,<0> (CDA),1.5,<0> (CDA),,<-1> ,,,0.69,<0> ,0.72,<3> ,7.6,<0> ,2,<0> ,
